emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,risk_category
teacher,10.0,CA,RENT,105000.0,Source Verified,29.27,,,,0.0,,2006.0,3.0,28.0,14.0,134856.0,93957.0,0.0,1.0,,0.0,0.0,4.0,10.0,8.0,14.0,0.0,0.0,5.0,31300.0,19.0,10.0,7.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,30000.0,36.0,17.47,1076.62,D,D1,Mar-2018,Current,whole,Cash,28710.94,2124.12,1289.06,835.06,0.0,Low
fulfillment manager,0.0,WA,RENT,75000.0,Not Verified,6.77,,,,0.0,31.0,1990.0,0.0,15.0,6.0,72100.0,17427.0,0.0,0.0,,0.0,0.0,0.0,2.0,,6.0,0.0,0.0,4.0,72100.0,7.0,6.0,4.0,3.0,86.7,0.0,0.0,car,individual,20800.0,36.0,6.07,633.44,A,A2,Mar-2018,Current,whole,Cash,19207.29,1893.31,1592.71,300.6,0.0,Low
interior designer,6.0,CA,RENT,75000.0,Not Verified,14.77,,,,0.0,,2007.0,0.0,38.0,15.0,48667.0,34111.0,0.0,0.0,,0.0,0.0,8.0,1.0,,15.0,0.0,0.0,6.0,25300.0,12.0,7.0,6.0,0.0,100.0,0.0,0.0,credit_card,individual,20000.0,36.0,11.99,664.2,B,B5,Feb-2018,Current,whole,Cash,18114.51,2630.16,1885.49,744.67,0.0,Low
office manager,7.0,UT,MORTGAGE,37447.0,Verified,43.08,86447.0,Verified,21.03,0.0,34.0,1991.0,0.0,35.0,18.0,516200.0,64974.0,0.0,0.0,73.0,0.0,0.0,3.0,5.0,21.0,18.0,0.0,0.0,10.0,28300.0,20.0,13.0,11.0,3.0,97.1,0.0,0.0,other,joint,4000.0,36.0,14.07,136.85,C,C3,Mar-2018,Current,whole,Cash,3819.05,270.57,180.95,89.62,0.0,Low
manager is - tier 1 nursing and pharmacy,3.0,TN,MORTGAGE,103000.0,Verified,26.79,,,,0.0,30.0,1979.0,2.0,30.0,16.0,389361.0,44020.0,0.0,0.0,,0.0,0.0,2.0,6.0,11.0,16.0,0.0,0.0,5.0,68600.0,19.0,13.0,6.0,4.0,96.6,0.0,0.0,debt_consolidation,individual,30000.0,36.0,6.08,913.75,A,A2,Jan-2018,Current,whole,Cash,26152.46,4594.09,3847.54,746.55,0.0,Low
staff,0.0,NJ,RENT,30000.0,Source Verified,4.28,,,,0.0,,2009.0,1.0,5.0,4.0,11100.0,3392.0,0.0,0.0,,0.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,1.0,3200.0,5.0,4.0,3.0,0.0,100.0,0.0,0.0,other,individual,1200.0,36.0,13.58,40.77,C,C2,Feb-2018,Current,whole,Cash,1117.5,121.4,82.5,38.9,0.0,Low
cfo,0.0,LA,RENT,340000.0,Source Verified,7.98,,,,4.0,18.0,1979.0,3.0,37.0,17.0,234764.0,124783.0,0.0,0.0,23.0,0.0,0.0,5.0,2.0,2.0,17.0,0.0,0.0,4.0,100400.0,19.0,12.0,6.0,1.0,89.2,0.0,0.0,debt_consolidation,individual,30000.0,36.0,5.32,903.45,A,A1,Feb-2018,Current,whole,DirectPay,26897.65,3604.93,3102.35,502.58,0.0,Low
inside sales representative,0.0,MO,MORTGAGE,42000.0,Source Verified,7.95,,,,0.0,,1989.0,1.0,6.0,5.0,84455.0,8161.0,0.0,0.0,,0.0,0.0,0.0,3.0,8.0,5.0,0.0,0.0,3.0,18000.0,5.0,4.0,3.0,1.0,100.0,0.0,0.0,debt_consolidation,individual,13600.0,60.0,15.04,323.83,C,C4,Feb-2018,Current,whole,Cash,13134.08,960.13,465.92,494.21,0.0,Low
pastor,2.0,MA,RENT,80000.0,Source Verified,20.48,,,,0.0,50.0,1999.0,0.0,18.0,14.0,134248.0,112350.0,0.0,0.0,,0.0,0.0,10.0,1.0,,14.0,0.0,0.0,3.0,29300.0,6.0,4.0,4.0,0.0,94.4,0.0,0.0,debt_consolidation,individual,27000.0,60.0,10.42,579.27,B,B3,Jan-2018,Current,whole,Cash,25602.65,2301.45,1397.35,904.1,0.0,Low
sr computer operator,10.0,VA,RENT,73000.0,Source Verified,18.01,,,,0.0,,1999.0,2.0,19.0,11.0,107100.0,31797.0,0.0,1.0,,0.0,313.0,2.0,5.0,6.0,11.0,0.0,0.0,3.0,52300.0,11.0,9.0,4.0,0.0,100.0,0.0,1.0,credit_card,individual,8000.0,36.0,7.35,248.3,A,A4,Feb-2018,Fully Paid,whole,Cash,0.0,8180.6052588776,8000.0,180.61,0.0,Unknown
registered cardiovascular technologist,10.0,FL,MORTGAGE,87000.0,Source Verified,32.08,,,,0.0,48.0,1981.0,1.0,42.0,22.0,507129.0,83517.0,0.0,0.0,,0.0,0.0,3.0,8.0,7.0,22.0,0.0,0.0,5.0,152400.0,29.0,18.0,7.0,6.0,92.9,0.0,0.0,debt_consolidation,individual,20000.0,36.0,13.58,679.48,C,C2,Mar-2018,Current,whole,Cash,18625.12,2023.35,1374.88,648.47,0.0,Low
,,WI,OWN,45000.0,Source Verified,24.91,95014.0,Source Verified,33.44,0.0,,1989.0,1.0,28.0,9.0,114840.0,87728.0,0.0,0.0,,0.0,0.0,0.0,3.0,12.0,9.0,0.0,0.0,5.0,43700.0,18.0,8.0,6.0,0.0,100.0,0.0,0.0,other,joint,9600.0,36.0,7.35,297.96,A,A4,Jan-2018,Current,whole,Cash,8389.46,1485.88,1210.54,275.34,0.0,Low
truck driver,10.0,IL,RENT,65000.0,Not Verified,37.24,,,,0.0,,1986.0,1.0,18.0,9.0,121695.0,70790.0,0.0,0.0,,0.0,0.0,2.0,3.0,11.0,9.0,0.0,0.0,3.0,40700.0,13.0,7.0,6.0,0.0,100.0,0.0,0.0,major_purchase,individual,10000.0,36.0,7.34,310.33,A,A4,Mar-2018,Current,whole,Cash,9247.93,926.91,752.07,174.84,0.0,Low
register nurse manager,10.0,NC,OWN,120000.0,Source Verified,9.38,,,,3.0,11.0,1990.0,2.0,36.0,25.0,391032.0,38926.0,0.0,0.0,,0.0,0.0,2.0,2.0,2.0,25.0,0.0,0.0,9.0,59100.0,29.0,22.0,11.0,4.0,77.8,0.0,0.0,home_improvement,individual,30000.0,60.0,10.42,643.63,B,B3,Jan-2018,Current,whole,Cash,28050.79,3200.78,1949.21,1251.57,0.0,Low
svp of commercial operations,10.0,RI,MORTGAGE,245000.0,Verified,7.99,,,,0.0,,2006.0,0.0,15.0,11.0,495163.0,41004.0,0.0,0.0,,0.0,0.0,2.0,3.0,18.0,11.0,0.0,0.0,3.0,6800.0,8.0,8.0,6.0,1.0,100.0,0.0,0.0,credit_card,individual,35000.0,60.0,11.98,778.21,B,B5,Mar-2018,Current,whole,Cash,33700.73,2311.34,1299.27,1012.07,0.0,Low
lieutenant sheriff dept,10.0,GA,MORTGAGE,65000.0,Source Verified,34.08,127000.0,Not Verified,30.45,0.0,35.0,1997.0,2.0,37.0,20.0,221980.0,37858.0,0.0,0.0,71.0,0.0,0.0,2.0,6.0,5.0,20.0,0.0,0.0,5.0,10700.0,31.0,17.0,12.0,2.0,81.1,0.0,0.0,debt_consolidation,joint,8000.0,36.0,16.02,281.34,C,C5,Jan-2018,In Grace Period,fractional,Cash,7240.75,1164.88,759.25,405.63,0.0,Low
college advisor ,10.0,IL,MORTGAGE,56000.0,Source Verified,9.07,,,,1.0,17.0,1999.0,1.0,8.0,5.0,169160.0,11979.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,5000.0,4.0,3.0,1.0,2.0,62.5,0.0,0.0,other,individual,4000.0,36.0,12.61,134.03,C,C1,Feb-2018,Current,whole,Cash,3721.1,399.29,278.9,120.39,0.0,Low
master trainer,4.0,NY,RENT,140000.0,Not Verified,15.02,,,,0.0,,2011.0,3.0,12.0,8.0,148869.0,82775.0,0.0,0.0,,0.0,0.0,4.0,3.0,3.0,8.0,0.0,0.0,1.0,46000.0,5.0,4.0,1.0,0.0,100.0,0.0,0.0,other,individual,23100.0,36.0,9.44,739.32,B,B1,Feb-2018,Current,fractional,Cash,20843.14,2945.17,2256.86,688.31,0.0,Low
,,CA,MORTGAGE,85175.04,Not Verified,4.55,119566.91,Not Verified,15.15,0.0,40.0,1996.0,2.0,21.0,6.0,419340.0,12786.0,0.0,0.0,40.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,3.0,9300.0,11.0,5.0,4.0,4.0,95.0,0.0,0.0,debt_consolidation,joint,24000.0,36.0,19.03,880.11,D,D3,Feb-2018,Fully Paid,whole,Cash,0.0,24988.2488669228,24000.0,988.25,0.0,Unknown
saw operator,7.0,IN,MORTGAGE,50000.0,Verified,24.36,72000.0,Verified,17.93,0.0,,2003.0,24.0,23.0,10.0,199545.0,26654.0,0.0,0.0,,0.0,0.0,3.0,6.0,3.0,10.0,0.0,0.0,2.0,18800.0,10.0,6.0,2.0,3.0,100.0,0.0,0.0,debt_consolidation,joint,33100.0,60.0,14.08,771.56,C,C3,Feb-2018,Current,whole,Cash,31540.07,3060.35,1559.93,1500.42,0.0,Low
vet tech,1.0,CT,RENT,40000.0,Source Verified,22.59,,,,0.0,,2011.0,0.0,17.0,12.0,85747.0,54462.0,0.0,0.0,,0.0,0.0,6.0,8.0,15.0,12.0,0.0,0.0,4.0,33600.0,9.0,6.0,4.0,0.0,100.0,0.0,0.0,credit_card,individual,15000.0,36.0,9.44,480.08,B,B1,Jan-2018,Current,whole,DirectPay,12988.25,2554.67,2011.75,542.92,0.0,Low
field service technician,10.0,NC,MORTGAGE,59000.0,Source Verified,11.33,,,,1.0,16.0,1992.0,1.0,15.0,10.0,153693.0,21819.0,0.0,0.0,,0.0,0.0,1.0,4.0,7.0,10.0,0.0,0.0,2.0,31900.0,11.0,8.0,3.0,2.0,86.7,0.0,0.0,moving,individual,8000.0,36.0,9.93,257.88,B,B2,Feb-2018,Fully Paid,whole,Cash,0.0,8170.5140474144,8000.0,170.51,0.0,Unknown
supervisor,4.0,MI,RENT,70000.0,Not Verified,25.3,,,,0.0,,2000.0,0.0,19.0,12.0,55855.0,42572.0,0.0,0.0,,0.0,0.0,5.0,1.0,19.0,12.0,0.0,0.0,6.0,11700.0,12.0,7.0,7.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,15000.0,60.0,30.79,492.61,G,G1,Feb-2018,Current,whole,Cash,14552.19,1906.29,447.81,1458.48,0.0,Low
sales,2.0,MO,MORTGAGE,110000.0,Source Verified,19.55,,,,0.0,,2006.0,3.0,14.0,8.0,343888.0,60728.0,0.0,0.0,,0.0,0.0,2.0,4.0,5.0,8.0,0.0,0.0,3.0,23400.0,5.0,4.0,4.0,3.0,100.0,0.0,0.0,debt_consolidation,individual,30000.0,36.0,18.45,1091.36,D,D2,Mar-2018,Current,fractional,Cash,28678.72,2248.02,1321.28,926.74,0.0,Low
relationship specialist ,0.0,AZ,RENT,50000.0,Not Verified,9.36,,,,0.0,,2009.0,0.0,14.0,13.0,30500.0,25035.0,0.0,0.0,,0.0,0.0,9.0,2.0,,13.0,0.0,0.0,3.0,10000.0,4.0,4.0,3.0,0.0,42.9,0.0,0.0,debt_consolidation,individual,5000.0,36.0,9.93,161.18,B,B2,Feb-2018,Current,whole,Cash,4514.8,641.96,485.2,156.76,0.0,Low
operations manager,5.0,NV,MORTGAGE,75000.0,Source Verified,11.57,,,,0.0,,2006.0,1.0,10.0,7.0,43434.0,32259.0,0.0,1.0,,0.0,1242.0,5.0,1.0,2.0,6.0,0.0,0.0,1.0,900.0,3.0,2.0,1.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,10000.0,60.0,16.02,243.29,C,C5,Jan-2018,Current,whole,Cash,9436.2,1207.55,563.8,643.75,0.0,Low
driver ,10.0,KY,MORTGAGE,55000.0,Not Verified,10.56,,,,0.0,71.0,2005.0,1.0,14.0,6.0,29238.0,20674.0,0.0,1.0,71.0,0.0,0.0,1.0,6.0,5.0,6.0,0.0,0.0,3.0,7200.0,7.0,5.0,3.0,0.0,92.9,0.0,1.0,home_improvement,individual,6500.0,36.0,9.44,208.04,B,B1,Feb-2018,Current,whole,Cash,5864.93,825.34,635.07,190.27,0.0,Low
painter 2,10.0,FL,MORTGAGE,58000.0,Not Verified,34.49,88000.0,Not Verified,23.21,0.0,,1994.0,0.0,17.0,8.0,98049.0,69482.0,0.0,1.0,,0.0,0.0,4.0,3.0,13.0,8.0,0.0,0.0,1.0,9000.0,10.0,4.0,2.0,1.0,100.0,0.0,1.0,debt_consolidation,joint,10000.0,36.0,16.02,351.67,C,C5,Jan-2018,Current,whole,Cash,8879.63,1749.45,1120.37,629.08,0.0,Low
correctional officer,3.0,AZ,RENT,80000.0,Source Verified,22.65,,,,0.0,46.0,2007.0,2.0,31.0,23.0,77014.0,52511.0,0.0,1.0,,0.0,0.0,2.0,8.0,5.0,23.0,0.0,0.0,7.0,12300.0,21.0,21.0,16.0,0.0,96.8,0.0,1.0,credit_card,individual,28000.0,36.0,14.07,957.93,C,C3,Feb-2018,Current,whole,Cash,26088.88,2851.9,1911.12,940.78,0.0,Low
program director,10.0,NY,OWN,88000.0,Verified,3.47,,,,0.0,42.0,1987.0,7.0,32.0,13.0,41000.0,5040.0,0.0,0.0,42.0,0.0,0.0,1.0,14.0,1.0,13.0,0.0,0.0,0.0,10100.0,19.0,12.0,1.0,0.0,96.7,0.0,0.0,debt_consolidation,individual,30000.0,60.0,17.09,747.03,D,D1,Jan-2018,Current,whole,Cash,27550.71,4456.67,2449.29,2007.38,0.0,Low
,,NY,OWN,70000.0,Not Verified,35.95,195000.0,Not Verified,24.15,0.0,,1972.0,1.0,25.0,17.0,159402.0,117084.0,0.0,0.0,,0.0,0.0,7.0,4.0,6.0,17.0,0.0,0.0,5.0,75300.0,15.0,10.0,7.0,0.0,100.0,0.0,0.0,debt_consolidation,joint,6000.0,36.0,12.62,201.07,C,C1,Feb-2018,Current,whole,Cash,5439.35,804.28,560.65,243.63,0.0,Low
resident physician ,1.0,FL,RENT,54750.0,Source Verified,21.44,,,,0.0,,2008.0,2.0,57.0,10.0,542210.0,559372.0,0.0,0.0,,0.0,0.0,5.0,4.0,9.0,10.0,0.0,0.0,4.0,26000.0,8.0,5.0,5.0,0.0,100.0,0.0,0.0,credit_card,individual,30000.0,60.0,16.01,729.71,C,C5,Mar-2018,Current,whole,Cash,28998.37,2162.45,1001.63,1160.82,0.0,Low
investigator,10.0,CO,RENT,64000.0,Source Verified,18.56,,,,0.0,,2006.0,2.0,38.0,11.0,78055.0,80865.0,0.0,0.0,,0.0,0.0,2.0,4.0,7.0,11.0,0.0,0.0,2.0,3000.0,20.0,8.0,4.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,10000.0,36.0,10.91,326.97,B,B4,Jan-2018,Current,whole,Cash,8798.08,1628.79,1201.92,426.87,0.0,Low
,,NY,OWN,86000.0,Verified,29.97,,,,0.0,,2006.0,0.0,27.0,19.0,110138.0,73595.0,0.0,0.0,,0.0,0.0,2.0,7.0,14.0,19.0,0.0,0.0,10.0,30000.0,19.0,16.0,15.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,30000.0,60.0,16.02,729.87,C,C5,Jan-2018,Current,whole,Cash,28655.9,2892.78,1344.1,1548.68,0.0,Low
social worker,2.0,VA,OWN,50000.0,Not Verified,20.04,,,,1.0,11.0,1998.0,0.0,12.0,5.0,291500.0,19242.0,0.0,0.0,,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,1.0,8500.0,6.0,4.0,4.0,3.0,91.7,0.0,0.0,credit_card,individual,7000.0,36.0,11.98,232.44,B,B5,Feb-2018,Current,whole,Cash,6507.45,692.66,492.55,200.11,0.0,Low
mechanic truck driver,1.0,LA,OWN,48000.0,Source Verified,1.5,,,,0.0,,2011.0,0.0,8.0,5.0,19900.0,1783.0,0.0,0.0,,0.0,0.0,0.0,4.0,14.0,5.0,0.0,0.0,0.0,7500.0,5.0,5.0,2.0,0.0,100.0,0.0,0.0,major_purchase,individual,40000.0,36.0,7.35,1241.5,A,A4,Feb-2018,Current,fractional,Cash,35977.23,4949.67,4022.77,926.9,0.0,Low
maintenance ,2.0,IL,RENT,38000.0,Not Verified,15.0,,,,0.0,,2006.0,1.0,9.0,5.0,25561.0,18074.0,0.0,1.0,,0.0,0.0,1.0,3.0,6.0,5.0,0.0,0.0,2.0,3200.0,5.0,4.0,4.0,0.0,100.0,0.0,1.0,medical,individual,5000.0,36.0,15.04,173.43,C,C4,Feb-2018,Current,whole,Cash,4663.53,516.11,336.47,179.64,0.0,Low
maintenance,10.0,IN,MORTGAGE,75000.0,Verified,22.64,,,,0.0,,2009.0,2.0,26.0,13.0,150284.0,43906.0,0.0,1.0,,0.0,0.0,3.0,3.0,6.0,13.0,0.0,0.0,4.0,25300.0,16.0,9.0,6.0,1.0,100.0,0.0,1.0,debt_consolidation,individual,12000.0,60.0,13.58,276.62,C,C2,Mar-2018,Current,whole,Cash,11572.73,802.71,427.27,375.44,0.0,Low
,,AL,MORTGAGE,59871.0,Verified,29.17,,,,0.0,74.0,1968.0,5.0,44.0,19.0,76313.0,23421.0,0.0,0.0,74.0,0.0,0.0,1.0,7.0,1.0,19.0,0.0,0.0,3.0,29500.0,38.0,18.0,9.0,3.0,85.4,0.0,0.0,debt_consolidation,individual,10000.0,36.0,7.97,313.23,A,A5,Feb-2018,Current,whole,Cash,9254.63,957.4,745.37,212.03,0.0,Low
,,TX,MORTGAGE,40000.0,Verified,94.29,194000.0,Verified,35.28,0.0,,1974.0,4.0,21.0,13.0,300926.0,253219.0,0.0,0.0,,0.0,0.0,4.0,3.0,2.0,13.0,0.0,0.0,5.0,19700.0,14.0,8.0,7.0,2.0,100.0,0.0,0.0,other,joint,16000.0,36.0,20.39,597.81,D,D4,Feb-2018,Current,whole,Cash,14662.62,2373.12,1337.38,1035.74,0.0,Low
systems administrator,3.0,WV,MORTGAGE,40000.0,Verified,35.16,,,,0.0,,2003.0,0.0,10.0,6.0,104753.0,74328.0,0.0,0.0,,0.0,0.0,1.0,2.0,,6.0,0.0,0.0,2.0,24000.0,8.0,5.0,4.0,0.0,100.0,0.0,0.0,other,individual,2000.0,36.0,10.42,64.93,B,B3,Feb-2018,Current,whole,Cash,1807.25,258.56,192.75,65.81,0.0,Low
supervising engineering technician,10.0,NY,MORTGAGE,100000.0,Source Verified,21.98,,,,0.0,,2005.0,5.0,36.0,8.0,167965.0,78563.0,0.0,0.0,,0.0,0.0,3.0,5.0,4.0,8.0,0.0,0.0,3.0,16000.0,13.0,4.0,4.0,2.0,100.0,0.0,0.0,debt_consolidation,individual,13000.0,36.0,7.97,407.2,A,A5,Feb-2018,Current,whole,Cash,11703.72,1605.78,1296.28,309.5,0.0,Low
realtor,10.0,TN,MORTGAGE,233000.0,Source Verified,14.94,,,,0.0,,2003.0,1.0,16.0,8.0,510848.0,119482.0,0.0,1.0,,0.0,206.0,2.0,2.0,3.0,8.0,0.0,0.0,4.0,17900.0,8.0,4.0,4.0,1.0,100.0,1.0,0.0,other,individual,25000.0,36.0,9.93,805.86,B,B2,Feb-2018,Current,whole,Cash,22574.16,3195.86,2425.84,770.02,0.0,Low
general manger,10.0,IL,MORTGAGE,95000.0,Source Verified,14.05,,,,3.0,7.0,2004.0,1.0,32.0,12.0,176970.0,21363.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,5.0,12.0,0.0,0.0,3.0,27900.0,24.0,10.0,7.0,2.0,87.5,0.0,0.0,debt_consolidation,individual,10000.0,36.0,19.03,366.72,D,D3,Feb-2018,Current,whole,Cash,9147.44,1456.31,852.56,603.75,0.0,Low
csr dispatcger,0.0,MI,RENT,20000.0,Source Verified,3.6,,,,0.0,38.0,2009.0,0.0,9.0,4.0,7013.0,4019.0,0.0,0.0,,0.0,1783.0,3.0,1.0,15.0,4.0,0.0,0.0,1.0,4000.0,4.0,1.0,1.0,0.0,33.3,0.0,0.0,debt_consolidation,individual,5000.0,36.0,10.42,162.33,B,B3,Feb-2018,Current,whole,Cash,4518.12,646.43,481.88,164.55,0.0,Low
dispatcher,3.0,IL,RENT,89000.0,Source Verified,23.72,,,,0.0,,2009.0,3.0,36.0,24.0,194210.0,62262.0,0.0,0.0,,0.0,0.0,2.0,6.0,7.0,24.0,0.0,0.0,13.0,132800.0,29.0,22.0,16.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,16000.0,36.0,7.35,496.6,A,A4,Jan-2018,Current,whole,Cash,13982.44,2469.93,2017.56,452.37,0.0,Low
,,FL,OWN,26895.0,Not Verified,2.98,,,,0.0,36.0,2004.0,1.0,15.0,6.0,127300.0,479.0,0.0,0.0,61.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,1.0,2000.0,9.0,5.0,4.0,3.0,53.3,0.0,0.0,major_purchase,individual,12000.0,60.0,15.05,285.8,C,C4,Jan-2018,Late (31-120 days),whole,Cash,11739.51,847.32,260.49,571.83,15.0,High
cabinet builder ,5.0,MI,MORTGAGE,110000.0,Source Verified,2.1,,,,0.0,67.0,2007.0,4.0,17.0,8.0,23600.0,7724.0,0.0,0.0,67.0,0.0,0.0,0.0,7.0,3.0,8.0,0.0,0.0,5.0,19600.0,12.0,8.0,6.0,0.0,87.5,0.0,0.0,credit_card,individual,8500.0,36.0,13.59,288.83,C,C2,Jan-2018,Current,whole,Cash,7516.46,1437.73,983.54,454.19,0.0,Low
emergency truck driver,5.0,IL,MORTGAGE,200000.0,Verified,4.66,,,,1.0,21.0,2003.0,2.0,22.0,11.0,620222.0,10393.0,0.0,0.0,,0.0,0.0,1.0,3.0,0.0,11.0,0.0,0.0,4.0,119500.0,16.0,8.0,4.0,5.0,100.0,0.0,0.0,home_improvement,individual,40000.0,36.0,5.31,1204.42,A,A1,Mar-2018,Late (31-120 days),whole,Cash,38972.58,1192.62,1027.42,165.2,0.0,High
fireman,10.0,NY,MORTGAGE,64000.0,Verified,13.54,,,,1.0,11.0,2003.0,2.0,9.0,8.0,97418.0,21352.0,0.0,0.0,12.0,0.0,0.0,2.0,6.0,8.0,8.0,0.0,0.0,5.0,9900.0,6.0,5.0,5.0,1.0,77.8,0.0,0.0,debt_consolidation,individual,20000.0,60.0,21.45,546.15,D,D5,Jan-2018,Current,whole,Cash,19027.6,2706.92,972.4,1734.52,0.0,Low
team lead production,1.0,ID,RENT,80500.0,Source Verified,32.71,121500.0,Source Verified,25.76,1.0,16.0,2005.0,0.0,36.0,20.0,154675.0,149649.0,0.0,0.0,16.0,0.0,0.0,15.0,8.0,22.0,20.0,0.0,0.0,3.0,8000.0,7.0,5.0,4.0,0.0,94.4,0.0,0.0,debt_consolidation,joint,32000.0,60.0,26.3,963.79,E,E5,Feb-2018,Current,whole,Cash,30915.15,3761.65,1084.85,2676.8,0.0,Low
senior principle associate,2.0,VA,MORTGAGE,130000.0,Source Verified,12.44,226000.0,Not Verified,17.32,0.0,27.0,1996.0,2.0,19.0,14.0,470893.0,82425.0,0.0,0.0,,0.0,0.0,1.0,3.0,7.0,14.0,0.0,0.0,5.0,82600.0,16.0,12.0,6.0,2.0,94.7,0.0,0.0,credit_card,joint,29825.0,36.0,6.08,908.42,A,A2,Jan-2018,Current,whole,Cash,25999.9,4521.95,3825.1,696.85,0.0,Low
assembly ,3.0,MI,MORTGAGE,47000.0,Not Verified,18.23,,,,1.0,12.0,1994.0,2.0,16.0,8.0,156000.0,20065.0,0.0,0.0,,0.0,0.0,1.0,3.0,0.0,8.0,0.0,0.0,4.0,10800.0,10.0,5.0,5.0,3.0,93.8,0.0,0.0,major_purchase,individual,2500.0,36.0,18.06,90.46,D,D2,Jan-2018,Fully Paid,fractional,Cash,0.0,2576.7478598167,2500.0,76.75,0.0,Unknown
senior product manager,2.0,WA,RENT,130000.0,Not Verified,15.07,,,,0.0,,2012.0,0.0,11.0,8.0,104243.0,53484.0,0.0,1.0,,0.0,0.0,3.0,2.0,15.0,8.0,0.0,0.0,3.0,44500.0,6.0,5.0,3.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,12000.0,36.0,7.96,375.82,A,A5,Mar-2018,Current,whole,Cash,11105.43,1122.15,894.57,227.58,0.0,Low
grounds crew,2.0,OH,RENT,31000.0,Not Verified,30.89,,,,0.0,,2012.0,1.0,8.0,7.0,46069.0,32817.0,0.0,0.0,,0.0,0.0,2.0,4.0,5.0,7.0,0.0,0.0,3.0,10700.0,5.0,5.0,4.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,8000.0,36.0,20.0,297.31,D,D4,Jan-2018,Current,fractional,Cash,7152.33,1477.66,847.67,629.99,0.0,Low
server,3.0,NY,RENT,50000.0,Source Verified,4.99,,,,0.0,,2013.0,1.0,8.0,7.0,37695.0,5988.0,0.0,0.0,,0.0,0.0,0.0,4.0,10.0,7.0,0.0,0.0,5.0,37600.0,6.0,6.0,5.0,0.0,100.0,0.0,0.0,small_business,individual,20000.0,36.0,12.61,670.13,C,C1,Mar-2018,Current,whole,Cash,13593.3,6996.38,6406.7,589.68,0.0,Low
peersuport concelor,0.0,NE,OWN,37000.0,Not Verified,6.26,,,,0.0,,2008.0,1.0,15.0,10.0,29900.0,7547.0,0.0,0.0,,0.0,1402.0,1.0,4.0,9.0,10.0,0.0,0.0,3.0,18200.0,14.0,9.0,4.0,0.0,100.0,0.0,0.0,credit_card,individual,6000.0,36.0,6.08,182.75,A,A2,Feb-2018,Current,whole,Cash,5540.63,552.3,459.37,92.93,0.0,Low
rn supervisor,2.0,FL,OWN,61000.0,Not Verified,10.58,,,,1.0,23.0,1989.0,1.0,26.0,11.0,35854.0,13042.0,0.0,1.0,,0.0,0.0,5.0,5.0,4.0,9.0,0.0,0.0,3.0,4900.0,15.0,6.0,4.0,0.0,95.5,0.0,1.0,home_improvement,individual,6000.0,36.0,13.58,203.85,C,C2,Mar-2018,Current,whole,Cash,5587.52,602.5,412.48,190.02,0.0,Low
nutrition services,9.0,WA,RENT,32900.0,Verified,30.35,,,,0.0,,1981.0,0.0,21.0,12.0,27200.0,20485.0,0.0,1.0,,0.0,0.0,1.0,0.0,,12.0,0.0,0.0,8.0,14800.0,12.0,9.0,9.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,20000.0,36.0,15.05,693.8,C,C4,Feb-2018,Current,whole,Cash,18194.52,2733.39,1805.48,927.91,0.0,Low
project manager,10.0,NJ,MORTGAGE,92000.0,Not Verified,18.41,,,,0.0,81.0,2002.0,0.0,32.0,17.0,336709.0,29973.0,0.0,0.0,,0.0,225.0,2.0,3.0,,17.0,0.0,0.0,3.0,63400.0,24.0,13.0,5.0,3.0,96.9,0.0,0.0,debt_consolidation,individual,16000.0,36.0,5.31,481.77,A,A1,Mar-2018,Current,whole,Cash,14761.63,1440.59,1238.37,202.22,0.0,Low
